time, x, y, vx, vy
53.5, 86.8674, -16.48, -0.959374, -3.269
53.6, 86.7709, -16.8068, -0.971952, -3.26657
53.7, 86.673, -17.1333, -0.984531, -3.26409
53.8, 86.574, -17.4596, -0.997109, -3.26156
53.9, 86.4736, -17.7856, -1.00969, -3.25898
54, 86.372, -18.1114, -1.02226, -3.25635
54.1, 86.2692, -18.4369, -1.03484, -3.25367
54.2, 86.165, -18.7621, -1.04742, -3.25094
54.3, 86.0597, -19.0871, -1.05999, -3.24815
54.4, 85.9531, -19.4118, -1.07256, -3.24532
54.5, 85.8452, -19.7362, -1.08513, -3.24243
54.6, 85.736, -20.0602, -1.0977, -3.2395
54.7, 85.6256, -20.3841, -1.11027, -3.23651
54.8, 85.514, -20.7076, -1.12284, -3.23347
54.9, 85.4011, -21.0307, -1.1354, -3.23039
55, 85.2869, -21.3536, -1.14796, -3.22725
55.1, 85.1715, -21.6762, -1.16052, -3.22406
55.2, 85.0548, -21.9984, -1.17307, -3.22081
55.3, 84.9369, -22.3204, -1.18562, -3.21752
55.4, 84.8177, -22.6419, -1.19817, -3.21418
55.5, 84.6972, -22.9632, -1.21071, -3.21078
55.6, 84.5755, -23.2841, -1.22325, -3.20733
55.7, 84.4526, -23.6047, -1.23578, -3.20383
55.8, 84.3284, -23.9249, -1.24831, -3.20028
55.9, 84.2029, -24.2447, -1.26084, -3.19668
56, 84.0762, -24.5642, -1.27336, -3.19303
56.1, 83.9482, -24.8833, -1.28587, -3.18932
56.2, 83.819, -25.2021, -1.29838, -3.18556
56.3, 83.6886, -25.5204, -1.31089, -3.18176
56.4, 83.5568, -25.8384, -1.32339, -3.17789
56.5, 83.4239, -26.156, -1.33588, -3.17398
56.6, 83.2897, -26.4732, -1.34837, -3.17002
56.7, 83.1542, -26.79, -1.36085, -3.166
56.8, 83.0175, -27.1064, -1.37332, -3.16193
56.9, 82.8795, -27.4224, -1.38579, -3.15781
57, 82.7403, -27.738, -1.39825, -3.15364
57.1, 82.5999, -28.0531, -1.4107, -3.14941
57.2, 82.4582, -28.3679, -1.42314, -3.14513
57.3, 82.3153, -28.6822, -1.43558, -3.1408
57.4, 82.1711, -28.996, -1.44801, -3.13642
57.5, 82.0257, -29.3094, -1.46043, -3.13199
57.6, 81.879, -29.6224, -1.47284, -3.1275
57.7, 81.7311, -29.9349, -1.48524, -3.12296
57.8, 81.582, -30.247, -1.49763, -3.11837
57.9, 81.4316, -30.5586, -1.51002, -3.11372
58, 81.2799, -30.8698, -1.52239, -3.10903
58.1, 81.1271, -31.1804, -1.53476, -3.10428
58.2, 80.973, -31.4906, -1.54711, -3.09947
58.3, 80.8177, -31.8003, -1.55946, -3.09462
58.4, 80.6611, -32.1095, -1.57179, -3.08971
58.5, 80.5033, -32.4183, -1.58411, -3.08475
58.6, 80.3443, -32.7265, -1.59643, -3.07974
58.7, 80.184, -33.0342, -1.60873, -3.07467
58.8, 80.0225, -33.3414, -1.62102, -3.06955
58.9, 79.8598, -33.6481, -1.6333, -3.06438
59, 79.6959, -33.9543, -1.64556, -3.05916
59.1, 79.5307, -34.2599, -1.65782, -3.05388
59.2, 79.3643, -34.5651, -1.67006, -3.04855
59.3, 79.1967, -34.8697, -1.68229, -3.04317
59.4, 79.0279, -35.1737, -1.6945, -3.03773
59.5, 78.8578, -35.4772, -1.7067, -3.03225
59.6, 78.6865, -35.7802, -1.71889, -3.02671
59.7, 78.514, -36.0825, -1.73107, -3.02111
59.8, 78.3403, -36.3844, -1.74323, -3.01546
59.9, 78.1654, -36.6856, -1.75538, -3.00976
60, 77.9892, -36.9863, -1.76751, -3.00401
60.1, 77.8119, -37.2864, -1.77963, -2.9982
60.2, 77.6333, -37.586, -1.79173, -2.99235
60.3, 77.4535, -37.8849, -1.80382, -2.98643
60.4, 77.2725, -38.1833, -1.81589, -2.98047
60.5, 77.0903, -38.481, -1.82795, -2.97445
60.6, 76.9069, -38.7781, -1.83999, -2.96838
60.7, 76.7223, -39.0747, -1.85202, -2.96226
60.8, 76.5365, -39.3706, -1.86403, -2.95608
60.9, 76.3495, -39.6659, -1.87602, -2.94985
61, 76.1613, -39.9606, -1.88799, -2.94357
61.1, 75.9719, -40.2546, -1.89995, -2.93723
61.2, 75.7814, -40.548, -1.91189, -2.93084
61.3, 75.5896, -40.8408, -1.92381, -2.9244
61.4, 75.3966, -41.1329, -1.93572, -2.91791
61.5, 75.2024, -41.4244, -1.9476, -2.91136
61.6, 75.0071, -41.7152, -1.95947, -2.90476
61.7, 74.8105, -42.0053, -1.97132, -2.8981
61.8, 74.6128, -42.2948, -1.98315, -2.8914
61.9, 74.4139, -42.5836, -1.99496, -2.88464
62, 74.2138, -42.8717, -2.00675, -2.87783
62.1, 74.0125, -43.1592, -2.01852, -2.87096
62.2, 73.8101, -43.4459, -2.03027, -2.86404
62.3, 73.6065, -43.732, -2.042, -2.85707
62.4, 73.4017, -44.0173, -2.05371, -2.85005
62.5, 73.1958, -44.302, -2.0654, -2.84298
62.6, 72.9886, -44.5859, -2.07706, -2.83585
62.7, 72.7803, -44.8691, -2.08871, -2.82867
62.8, 72.5709, -45.1516, -2.10033, -2.82143
62.9, 72.3603, -45.4334, -2.11194, -2.81414
63, 72.1485, -45.7145, -2.12352, -2.80681
63.1, 71.9356, -45.9948, -2.13507, -2.79941
63.2, 71.7215, -46.2744, -2.14661, -2.79197
63.3, 71.5062, -46.5532, -2.15812, -2.78447
63.4, 71.2899, -46.8313, -2.16961, -2.77692
63.5, 71.0723, -47.1086, -2.18107, -2.76932
63.6, 70.8536, -47.3851, -2.19251, -2.76167
63.7, 70.6338, -47.6609, -2.20393, -2.75396
63.8, 70.4129, -47.9359, -2.21532, -2.7462
63.9, 70.1908, -48.2101, -2.22669, -2.73839
64, 69.9675, -48.4836, -2.23803, -2.73053
64.1, 69.7432, -48.7563, -2.24935, -2.72262
64.2, 69.5177, -49.0281, -2.26064, -2.71465
64.3, 69.291, -49.2992, -2.2719, -2.70663
64.4, 69.0633, -49.5694, -2.28314, -2.69856
64.5, 68.8344, -49.8389, -2.29436, -2.69044
64.6, 68.6044, -50.1075, -2.30554, -2.68226
64.7, 68.3733, -50.3753, -2.3167, -2.67404
64.8, 68.1411, -50.6423, -2.32784, -2.66576
64.9, 67.9077, -50.9085, -2.33894, -2.65743
65, 67.6733, -51.1738, -2.35002, -2.64905
65.1, 67.4377, -51.4383, -2.36107, -2.64062
65.2, 67.2011, -51.7019, -2.37209, -2.63213
65.3, 66.9633, -51.9647, -2.38308, -2.6236
65.4, 66.7244, -52.2267, -2.39405, -2.61501
65.5, 66.4845, -52.4877, -2.40498, -2.60637
65.6, 66.2434, -52.7479, -2.41589, -2.59768
65.7, 66.0013, -53.0073, -2.42676, -2.58894
65.8, 65.7581, -53.2657, -2.43761, -2.58015
65.9, 65.5138, -53.5233, -2.44843, -2.57131
66, 65.2684, -53.78, -2.45921, -2.56242
66.1, 65.0219, -54.0358, -2.46997, -2.55348
66.2, 64.7744, -54.2907, -2.48069, -2.54448
66.3, 64.5258, -54.5447, -2.49138, -2.53544
66.4, 64.2761, -54.7978, -2.50204, -2.52634
66.5, 64.0254, -55.05, -2.51267, -2.5172
66.6, 63.7736, -55.3012, -2.52327, -2.508
66.7, 63.5207, -55.5516, -2.53383, -2.49876
66.8, 63.2668, -55.801, -2.54437, -2.48946
66.9, 63.0119, -56.0494, -2.55487, -2.48011
67, 62.7559, -56.297, -2.56533, -2.47072
67.1, 62.4988, -56.5436, -2.57576, -2.46127
67.2, 62.2407, -56.7892, -2.58616, -2.45178
67.3, 61.9816, -57.0339, -2.59653, -2.44223
67.4, 61.7214, -57.2777, -2.60686, -2.43264
67.5, 61.4602, -57.5205, -2.61715, -2.423
67.6, 61.198, -57.7623, -2.62741, -2.4133
67.7, 60.9347, -58.0031, -2.63764, -2.40356
67.8, 60.6704, -58.243, -2.64783, -2.39377
67.9, 60.4052, -58.4819, -2.65798, -2.38393
68, 60.1389, -58.7198, -2.6681, -2.37404
68.1, 59.8715, -58.9567, -2.67819, -2.36411
68.2, 59.6032, -59.1926, -2.68823, -2.35412
68.3, 59.3339, -59.4275, -2.69824, -2.34409
68.4, 59.0636, -59.6614, -2.70821, -2.334
68.5, 58.7922, -59.8943, -2.71815, -2.32387
68.6, 58.5199, -60.1262, -2.72804, -2.31369
68.7, 58.2466, -60.3571, -2.7379, -2.30347
68.8, 57.9724, -60.5869, -2.74773, -2.29319
68.9, 57.6971, -60.8157, -2.75751, -2.28287
69, 57.4209, -61.0435, -2.76725, -2.2725
69.1, 57.1436, -61.2702, -2.77696, -2.26209
69.2, 56.8655, -61.4959, -2.78662, -2.25162
69.3, 56.5863, -61.7205, -2.79625, -2.24111
69.4, 56.3062, -61.9441, -2.80584, -2.23056
69.5, 56.0251, -62.1666, -2.81538, -2.21995
69.6, 55.7431, -62.3881, -2.82489, -2.2093
69.7, 55.4602, -62.6085, -2.83436, -2.19861
69.8, 55.1763, -62.8278, -2.84378, -2.18786
69.9, 54.8914, -63.0461, -2.85316, -2.17707
70, 54.6056, -63.2632, -2.86251, -2.16624
70.1, 54.3189, -63.4793, -2.87181, -2.15536
70.2, 54.0313, -63.6943, -2.88107, -2.14443
70.3, 53.7427, -63.9082, -2.89028, -2.13346
70.4, 53.4532, -64.121, -2.89946, -2.12244
70.5, 53.1628, -64.3327, -2.90859, -2.11138
70.6, 52.8715, -64.5433, -2.91768, -2.10027
70.7, 52.5793, -64.7527, -2.92672, -2.08911
70.8, 52.2862, -64.9611, -2.93572, -2.07792
70.9, 51.9921, -65.1683, -2.94468, -2.06668
71, 51.6972, -65.3744, -2.9536, -2.05539
71.1, 51.4014, -65.5794, -2.96247, -2.04406
71.2, 51.1047, -65.7832, -2.97129, -2.03268
71.3, 50.8072, -65.9859, -2.98007, -2.02127
71.4, 50.5087, -66.1875, -2.98881, -2.0098
71.5, 50.2094, -66.3879, -2.9975, -1.9983
71.6, 49.9092, -66.5872, -3.00614, -1.98675
71.7, 49.6082, -66.7852, -3.01474, -1.97516
71.8, 49.3063, -66.9822, -3.02329, -1.96353
71.9, 49.0035, -67.178, -3.0318, -1.95185
72, 48.6999, -67.3726, -3.04026, -1.94013
72.1, 48.3955, -67.566, -3.04867, -1.92837
72.2, 48.0902, -67.7582, -3.05704, -1.91657
72.3, 47.784, -67.9493, -3.06536, -1.90472
72.4, 47.4771, -68.1392, -3.07363, -1.89283
72.5, 47.1693, -68.3279, -3.08185, -1.8809
72.6, 46.8607, -68.5154, -3.09002, -1.86893
72.7, 46.5513, -68.7016, -3.09815, -1.85692
72.8, 46.2411, -68.8867, -3.10623, -1.84487
72.9, 45.9301, -69.0706, -3.11426, -1.83278
73, 45.6182, -69.2533, -3.12224, -1.82065
73.1, 45.3056, -69.4348, -3.13017, -1.80847
73.2, 44.9922, -69.615, -3.13805, -1.79626
73.3, 44.678, -69.794, -3.14588, -1.78401
73.4, 44.363, -69.9718, -3.15366, -1.77172
73.5, 44.0473, -70.1483, -3.16139, -1.75939
73.6, 43.7308, -70.3237, -3.16907, -1.74702
73.7, 43.4135, -70.4977, -3.1767, -1.73461
73.8, 43.0954, -70.6706, -3.18428, -1.72216
73.9, 42.7766, -70.8422, -3.19181, -1.70967
74, 42.4571, -71.0125, -3.19928, -1.69715
74.1, 42.1367, -71.1816, -3.20671, -1.68459
74.2, 41.8157, -71.3494, -3.21408, -1.67199
74.3, 41.4939, -71.516, -3.2214, -1.65935
74.4, 41.1714, -71.6813, -3.22867, -1.64667
74.5, 40.8482, -71.8453, -3.23588, -1.63396
74.6, 40.5243, -72.0081, -3.24304, -1.62121
74.7, 40.1996, -72.1696, -3.25015, -1.60843
74.8, 39.8742, -72.3298, -3.25721, -1.59561
74.9, 39.5482, -72.4887, -3.26421, -1.58275
75, 39.2214, -72.6463, -3.27116, -1.56986
75.1, 38.8939, -72.8027, -3.27805, -1.55693
75.2, 38.5658, -72.9577, -3.28489, -1.54396
75.3, 38.2369, -73.1115, -3.29168, -1.53096
75.4, 37.9074, -73.2639, -3.29841, -1.51793
75.5, 37.5773, -73.4151, -3.30508, -1.50486
75.6, 37.2464, -73.5649, -3.3117, -1.49176
75.7, 36.9149, -73.7134, -3.31827, -1.47862
75.8, 36.5828, -73.8606, -3.32478, -1.46545
75.9, 36.25, -74.0065, -3.33123, -1.45225
76, 35.9165, -74.1511, -3.33763, -1.43901
76.1, 35.5824, -74.2943, -3.34397, -1.42574
76.2, 35.2477, -74.4362, -3.35026, -1.41244
76.3, 34.9124, -74.5768, -3.35649, -1.3991
76.4, 34.5764, -74.716, -3.36266, -1.38574
76.5, 34.2399, -74.8539, -3.36878, -1.37234
76.6, 33.9027, -74.9905, -3.37483, -1.35891
76.7, 33.5649, -75.1257, -3.38083, -1.34545
76.8, 33.2265, -75.2596, -3.38678, -1.33195
76.9, 32.8875, -75.3921, -3.39266, -1.31843
77, 32.548, -75.5233, -3.39849, -1.30488
77.1, 32.2078, -75.6531, -3.40426, -1.29129
77.2, 31.8671, -75.7815, -3.40997, -1.27768
77.3, 31.5258, -75.9086, -3.41563, -1.26403
77.4, 31.184, -76.0343, -3.42122, -1.25036
77.5, 30.8416, -76.1587, -3.42675, -1.23666
77.6, 30.4986, -76.2817, -3.43223, -1.22293
77.7, 30.1551, -76.4033, -3.43765, -1.20917
77.8, 29.8111, -76.5235, -3.443, -1.19538
77.9, 29.4665, -76.6424, -3.4483, -1.18157
78, 29.1215, -76.7598, -3.45354, -1.16772
78.1, 28.7758, -76.8759, -3.45872, -1.15385
78.2, 28.4297, -76.9906, -3.46384, -1.13995
78.3, 28.0831, -77.1039, -3.46889, -1.12603
78.4, 27.7359, -77.2158, -3.47389, -1.11208
78.5, 27.3883, -77.3263, -3.47883, -1.0981
78.6, 27.0402, -77.4354, -3.4837, -1.0841
78.7, 26.6916, -77.5431, -3.48852, -1.07007
78.8, 26.3425, -77.6494, -3.49327, -1.05602
78.9, 25.9929, -77.7543, -3.49796, -1.04194
79, 25.6429, -77.8578, -3.50259, -1.02784
79.1, 25.2924, -77.9599, -3.50716, -1.01372
79.2, 24.9414, -78.0606, -3.51167, -0.999566
79.3, 24.59, -78.1598, -3.51611, -0.985392
79.4, 24.2382, -78.2576, -3.5205, -0.971195
79.5, 23.8859, -78.354, -3.52482, -0.956975
79.6, 23.5333, -78.449, -3.52908, -0.942732
79.7, 23.1801, -78.5426, -3.53327, -0.928467
79.8, 22.8266, -78.6347, -3.5374, -0.914179
79.9, 22.4727, -78.7254, -3.54148, -0.89987
80, 22.1183, -78.8147, -3.54548, -0.88554
80.1, 21.7636, -78.9025, -3.54943, -0.871189
80.2, 21.4084, -78.9889, -3.55331, -0.856817
80.3, 21.0529, -79.0739, -3.55713, -0.842424
80.4, 20.697, -79.1574, -3.56088, -0.828011
80.5, 20.3407, -79.2395, -3.56457, -0.813579
80.6, 19.9841, -79.3201, -3.5682, -0.799127
80.7, 19.6271, -79.3993, -3.57176, -0.784656
80.8, 19.2697, -79.4771, -3.57526, -0.770166
80.9, 18.912, -79.5534, -3.57869, -0.755658
81, 18.554, -79.6282, -3.58206, -0.741132
81.1, 18.1956, -79.7016, -3.58537, -0.726588
81.2, 17.8369, -79.7735, -3.58861, -0.712026
81.3, 17.4779, -79.844, -3.59179, -0.697448
81.4, 17.1186, -79.913, -3.5949, -0.682852
81.5, 16.7589, -79.9806, -3.59795, -0.668241
81.6, 16.399, -80.0467, -3.60093, -0.653613
81.7, 16.0387, -80.1113, -3.60385, -0.638969
81.8, 15.6782, -80.1745, -3.6067, -0.62431
81.9, 15.3174, -80.2361, -3.60949, -0.609635
82, 14.9563, -80.2964, -3.61221, -0.594946
82.1, 14.5949, -80.3551, -3.61487, -0.580243
82.2, 14.2333, -80.4124, -3.61746, -0.565526
82.3, 13.8715, -80.4682, -3.61998, -0.550794
82.4, 13.5093, -80.5226, -3.62244, -0.53605
82.5, 13.147, -80.5755, -3.62483, -0.521292
82.6, 12.7844, -80.6268, -3.62716, -0.506522
82.7, 12.4215, -80.6768, -3.62942, -0.491739
82.8, 12.0585, -80.7252, -3.63162, -0.476945
82.9, 11.6952, -80.7721, -3.63375, -0.462138
83, 11.3317, -80.8176, -3.63581, -0.447321
83.1, 10.968, -80.8616, -3.63781, -0.432492
83.2, 10.6042, -80.9041, -3.63974, -0.417653
83.3, 10.2401, -80.9451, -3.6416, -0.402804
83.4, 9.87585, -80.9847, -3.6434, -0.387945
83.5, 9.51142, -81.0227, -3.64513, -0.373076
83.6, 9.14682, -81.0593, -3.6468, -0.358198
83.7, 8.78206, -81.0944, -3.6484, -0.343311
83.8, 8.41714, -81.128, -3.64993, -0.328416
83.9, 8.05207, -81.1601, -3.65139, -0.313512
84, 7.68686, -81.1907, -3.65279, -0.298601
84.1, 7.32152, -81.2198, -3.65412, -0.283682
84.2, 6.95604, -81.2474, -3.65538, -0.268756
84.3, 6.59044, -81.2735, -3.65658, -0.253824
84.4, 6.22472, -81.2982, -3.65771, -0.238885
84.5, 5.8589, -81.3213, -3.65877, -0.22394
84.6, 5.49297, -81.3429, -3.65977, -0.20899
84.7, 5.12694, -81.3631, -3.6607, -0.194034
84.8, 4.76083, -81.3818, -3.66156, -0.179073
84.9, 4.39463, -81.3989, -3.66235, -0.164108
85, 4.02836, -81.4146, -3.66308, -0.149138
85.1, 3.66202, -81.4287, -3.66374, -0.134165
85.2, 3.29561, -81.4414, -3.66433, -0.119188
85.3, 2.92915, -81.4526, -3.66485, -0.104208
85.4, 2.56264, -81.4623, -3.66531, -0.0892248
85.5, 2.19609, -81.4704, -3.6657, -0.0742395
85.6, 1.8295, -81.4771, -3.66602, -0.0592521
85.7, 1.46288, -81.4823, -3.66628, -0.0442629
85.8, 1.09625, -81.486, -3.66647, -0.0292724
85.9, 0.729591, -81.4881, -3.66659, -0.0142809
86, 0.362928, -81.4888, -3.66664, 0.00071122
86.1, -0.00373661, -81.488, -3.66663, 0.0157037
86.2, -0.370397, -81.4857, -3.66654, 0.030696
86.3, -0.737045, -81.4818, -3.66639, 0.045688
86.4, -1.10368, -81.4765, -3.66618, 0.0606791
86.5, -1.47028, -81.4697, -3.66589, 0.0756691
86.6, -1.83685, -81.4614, -3.66554, 0.0906576
86.7, -2.20339, -81.4516, -3.66512, 0.105644
86.8, -2.56988, -81.4403, -3.66464, 0.120629
86.9, -2.93632, -81.4275, -3.66408, 0.13561
87, -3.3027, -81.4131, -3.66346, 0.150589
87.1, -3.66901, -81.3973, -3.66277, 0.165565
87.2, -4.03525, -81.38, -3.66202, 0.180537
87.3, -4.40141, -81.3612, -3.66119, 0.195505
87.4, -4.76749, -81.3409, -3.6603, 0.210468
87.5, -5.13347, -81.3191, -3.65935, 0.225427
87.6, -5.49936, -81.2958, -3.65832, 0.240381
87.7, -5.86514, -81.2711, -3.65723, 0.255329
87.8, -6.2308, -81.2448, -3.65607, 0.270271
87.9, -6.59635, -81.217, -3.65484, 0.285208
88, -6.96177, -81.1877, -3.65355, 0.300137
88.1, -7.32706, -81.157, -3.65219, 0.31506
88.2, -7.69221, -81.1247, -3.65076, 0.329976
88.3, -8.05722, -81.091, -3.64927, 0.344884
88.4, -8.42207, -81.0557, -3.64771, 0.359784
88.5, -8.78676, -81.019, -3.64608, 0.374676
88.6, -9.15128, -80.9808, -3.64439, 0.389559
88.7, -9.51563, -80.9411, -3.64262, 0.404433
88.8, -9.87981, -80.8999, -3.6408, 0.419298
88.9, -10.2438, -80.8573, -3.6389, 0.434153
89, -10.6076, -80.8131, -3.63694, 0.448998
89.1, -10.9712, -80.7675, -3.63491, 0.463833
89.2, -11.3346, -80.7203, -3.63282, 0.478657
89.3, -11.6977, -80.6717, -3.63066, 0.49347
89.4, -12.0607, -80.6216, -3.62843, 0.508271
89.5, -12.4234, -80.5701, -3.62614, 0.523061
89.6, -12.7859, -80.517, -3.62378, 0.537838
89.7, -13.1482, -80.4625, -3.62135, 0.552603
89.8, -13.5102, -80.4065, -3.61886, 0.567355
89.9, -13.872, -80.349, -3.61631, 0.582094
90, -14.2335, -80.2901, -3.61368, 0.596819
90.1, -14.5947, -80.2297, -3.611, 0.611531
90.2, -14.9557, -80.1678, -3.60824, 0.626228
90.3, -15.3163, -80.1044, -3.60542, 0.64091
90.4, -15.6767, -80.0396, -3.60254, 0.655578
90.5, -16.0369, -79.9733, -3.59959, 0.670231
90.6, -16.3967, -79.9056, -3.59657, 0.684867
90.7, -16.7562, -79.8363, -3.59349, 0.699488
90.8, -17.1154, -79.7657, -3.59035, 0.714093
90.9, -17.4742, -79.6935, -3.58714, 0.728681
91, -17.8328, -79.6199, -3.58386, 0.743252
91.1, -18.191, -79.5449, -3.58052, 0.757805
91.2, -18.5489, -79.4684, -3.57712, 0.772342
91.3, -18.9064, -79.3904, -3.57365, 0.78686
91.4, -19.2636, -79.311, -3.57012, 0.801359
91.5, -19.6205, -79.2301, -3.56652, 0.815841
91.6, -19.9769, -79.1478, -3.56286, 0.830303
91.7, -20.333, -79.0641, -3.55913, 0.844746
91.8, -20.6888, -78.9789, -3.55534, 0.859169
91.9, -21.0441, -78.8922, -3.55149, 0.873572
92, -21.3991, -78.8042, -3.54757, 0.887955
92.1, -21.7536, -78.7146, -3.54359, 0.902318
92.2, -22.1078, -78.6237, -3.53955, 0.916659
92.3, -22.4615, -78.5313, -3.53544, 0.930979
92.4, -22.8149, -78.4375, -3.53127, 0.945278
92.5, -23.1678, -78.3423, -3.52704, 0.959555
92.6, -23.5203, -78.2456, -3.52275, 0.973809
92.7, -23.8723, -78.1475, -3.51839, 0.988041
92.8, -24.2239, -78.048, -3.51397, 1.00225
92.9, -24.5751, -77.947, -3.50949, 1.01644
93, -24.9258, -77.8447, -3.50494, 1.0306
93.1, -25.2761, -77.7409, -3.50033, 1.04474
93.2, -25.6259, -77.6357, -3.49567, 1.05885
93.3, -25.9752, -77.5291, -3.49094, 1.07294
93.4, -26.3241, -77.4212, -3.48614, 1.08701
93.5, -26.6725, -77.3117, -3.48129, 1.10105
93.6, -27.0204, -77.2009, -3.47638, 1.11506
93.7, -27.3677, -77.0887, -3.4714, 1.12905
93.8, -27.7146, -76.9751, -3.46636, 1.14301
93.9, -28.061, -76.8601, -3.46127, 1.15695
94, -28.4069, -76.7437, -3.45611, 1.17086
94.1, -28.7522, -76.626, -3.45089, 1.18474
94.2, -29.0971, -76.5068, -3.44561, 1.1986
94.3, -29.4414, -76.3862, -3.44027, 1.21243
94.4, -29.7851, -76.2643, -3.43487, 1.22623
94.5, -30.1283, -76.141, -3.42942, 1.24
94.6, -30.471, -76.0163, -3.4239, 1.25374
94.7, -30.8131, -75.8902, -3.41832, 1.26746
94.8, -31.1547, -75.7628, -3.41268, 1.28115
94.9, -31.4957, -75.634, -3.40699, 1.2948
95, -31.8361, -75.5039, -3.40123, 1.30843
95.1, -32.1759, -75.3723, -3.39542, 1.32203
95.2, -32.5151, -75.2394, -3.38955, 1.3356
95.3, -32.8538, -75.1052, -3.38362, 1.34913
95.4, -33.1919, -74.9696, -3.37763, 1.36264
95.5, -33.5293, -74.8327, -3.37159, 1.37611
95.6, -33.8662, -74.6944, -3.36549, 1.38956
95.7, -34.2024, -74.5548, -3.35933, 1.40297
95.8, -34.5381, -74.4138, -3.35311, 1.41635
95.9, -34.8731, -74.2715, -3.34683, 1.4297
96, -35.2074, -74.1279, -3.3405, 1.44302
96.1, -35.5412, -73.9829, -3.33411, 1.4563
96.2, -35.8742, -73.8366, -3.32767, 1.46955
96.3, -36.2067, -73.689, -3.32117, 1.48277
96.4, -36.5385, -73.5401, -3.31461, 1.49595
96.5, -36.8696, -73.3898, -3.308, 1.5091
96.6, -37.2001, -73.2382, -3.30133, 1.52222
96.7, -37.5299, -73.0854, -3.29461, 1.5353
96.8, -37.859, -72.9312, -3.28783, 1.54835
96.9, -38.1874, -72.7757, -3.28099, 1.56136
97, -38.5152, -72.6189, -3.2741, 1.57434
97.1, -38.8423, -72.4608, -3.26716, 1.58728
97.2, -39.1686, -72.3014, -3.26016, 1.60018
97.3, -39.4943, -72.1408, -3.25311, 1.61305
97.4, -39.8193, -71.9788, -3.24601, 1.62589
97.5, -40.1435, -71.8156, -3.23885, 1.63869
97.6, -40.467, -71.6511, -3.23164, 1.65145
97.7, -40.7898, -71.4853, -3.22437, 1.66417
97.8, -41.1119, -71.3183, -3.21705, 1.67686
97.9, -41.4332, -71.1499, -3.20968, 1.68951
98, -41.7538, -70.9804, -3.20226, 1.70212
98.1, -42.0737, -70.8095, -3.19478, 1.7147
98.2, -42.3928, -70.6374, -3.18725, 1.72724
98.3, -42.7111, -70.4641, -3.17967, 1.73974
98.4, -43.0287, -70.2895, -3.17204, 1.7522
98.5, -43.3455, -70.1136, -3.16436, 1.76462
98.6, -43.6616, -69.9365, -3.15662, 1.777
98.7, -43.9769, -69.7582, -3.14884, 1.78934
98.8, -44.2914, -69.5787, -3.141, 1.80165
98.9, -44.6051, -69.3979, -3.13312, 1.81391
99, -44.918, -69.2159, -3.12518, 1.82614
99.1, -45.2301, -69.0327, -3.1172, 1.83832
99.2, -45.5414, -68.8482, -3.10916, 1.85046
99.3, -45.8519, -68.6626, -3.10108, 1.86257
99.4, -46.1616, -68.4757, -3.09294, 1.87463
99.5, -46.4705, -68.2877, -3.08476, 1.88665
99.6, -46.7786, -68.0984, -3.07653, 1.89863
99.7, -47.0858, -67.9079, -3.06825, 1.91057
99.8, -47.3922, -67.7163, -3.05992, 1.92247
99.9, -47.6978, -67.5234, -3.05154, 1.93432
100, -48.0025, -67.3294, -3.04312, 1.94614
100.1, -48.3064, -67.1342, -3.03465, 1.95791
100.2, -48.6095, -66.9378, -3.02613, 1.96964
100.3, -48.9117, -66.7403, -3.01756, 1.98133
100.4, -49.213, -66.5416, -3.00895, 1.99297
100.5, -49.5135, -66.3417, -3.00029, 2.00457
100.6, -49.813, -66.1407, -2.99159, 2.01613
100.7, -50.1118, -65.9385, -2.98284, 2.02764
100.8, -50.4096, -65.7351, -2.97404, 2.03911
100.9, -50.7066, -65.5306, -2.9652, 2.05054
101, -51.0027, -65.325, -2.95631, 2.06192
101.1, -51.2978, -65.1183, -2.94738, 2.07326
101.2, -51.5921, -64.9104, -2.93841, 2.08455
101.3, -51.8855, -64.7013, -2.92939, 2.0958
101.4, -52.178, -64.4912, -2.92032, 2.10701
101.5, -52.4696, -64.2799, -2.91121, 2.11817
101.6, -52.7603, -64.0676, -2.90206, 2.12928
101.7, -53.05, -63.8541, -2.89287, 2.14035
101.8, -53.3388, -63.6395, -2.88363, 2.15138
101.9, -53.6267, -63.4238, -2.87435, 2.16236
102, -53.9137, -63.207, -2.86503, 2.17329
102.1, -54.1997, -62.9892, -2.85566, 2.18418
102.2, -54.4848, -62.7702, -2.84625, 2.19502
102.3, -54.769, -62.5501, -2.83681, 2.20581
102.4, -55.0522, -62.329, -2.82732, 2.21656
102.5, -55.3344, -62.1068, -2.81778, 2.22726
102.6, -55.6157, -61.8836, -2.80821, 2.23792
102.7, -55.8961, -61.6593, -2.7986, 2.24853
102.8, -56.1755, -61.4339, -2.78895, 2.25909
102.9, -56.4539, -61.2074, -2.77925, 2.2696
103, -56.7313, -60.9799, -2.76952, 2.28007
103.1, -57.0078, -60.7514, -2.75975, 2.29049
103.2, -57.2833, -60.5219, -2.74994, 2.30086
103.3, -57.5578, -60.2912, -2.74009, 2.31119
103.4, -57.8313, -60.0596, -2.7302, 2.32146
103.5, -58.1038, -59.827, -2.72027, 2.33169
103.6, -58.3753, -59.5933, -2.7103, 2.34187
103.7, -58.6459, -59.3586, -2.7003, 2.352
103.8, -58.9154, -59.1229, -2.69026, 2.36209
103.9, -59.1839, -58.8862, -2.68018, 2.37212
104, -59.4514, -58.6485, -2.67006, 2.38211
